avtor,ocena,stevilo_ocen,stevilo_strani,cas_branja,nagrajena,id,naslov,url
Pavel Valer´evič Basinskij,4.4,9,649,21-22 ur,False,lev-tolstoj-pobeg-iz-raja,Lev Tolstoj : pobeg iz raja,https://www.dobreknjige.si/knjige/lev-tolstoj-pobeg-iz-raja/
Paula Hawkins,4.2,66,413,13-14 ur,False,dekle-na-vlaku,Dekle na vlaku,https://www.dobreknjige.si/knjige/dekle-na-vlaku/
Susanna Tamaro,4.6,15,262,8-9 ur,False,vsak-angel-je-strasen,Vsak angel je strašen,https://www.dobreknjige.si/knjige/vsak-angel-je-strasen/
Peter Zupanc,4.0,3,233,7-8 ur,False,tri,Tri,https://www.dobreknjige.si/knjige/tri/
Etgar Keret,4.3,3,148,4-5 ur,False,se-zadnja-zgodba-in-konec,Še zadnja zgodba in konec,https://www.dobreknjige.si/knjige/se-zadnja-zgodba-in-konec/
Anne Cassidy,4.3,3,215,7-8 ur,False,iskanje-j-j,Iskanje J. J.,https://www.dobreknjige.si/knjige/iskanje-j-j/
Nick Hornby,3.0,2,246,8-9 ur,False,dolga-pot-navzdol,Dolga pot navzdol,https://www.dobreknjige.si/knjige/dolga-pot-navzdol/
Jana Šrámková,4.5,13,147,4-5 ur,True,hruskadottir,Hruškadóttir,https://www.dobreknjige.si/knjige/hruskadottir/
Erica Johnson Debeljak,4.0,1,272,9-10 ur,False,tovarna-koles,Tovarna koles,https://www.dobreknjige.si/knjige/tovarna-koles/
Tereza Boučková,4.3,3,459,15-16 ur,False,leto-petelina,Leto petelina,https://www.dobreknjige.si/knjige/leto-petelina/
Camilla Läckberg,4.8,27,404,13-14 ur,False,krotilec-levov,Krotilec levov,https://www.dobreknjige.si/knjige/krotilec-levov/
Alice Munro,4.8,16,319,10-11 ur,True,ubeznica,Ubežnica,https://www.dobreknjige.si/knjige/ubeznica/
Aline Ohanesian,4.5,15,297,9-10 ur,False,orhanova-dediscina,Orhanova dediščina,https://www.dobreknjige.si/knjige/orhanova-dediscina/
Lev Nikolaevič Tolstoj,5.0,2,523,17-18 ur,False,o-umetnosti-in-druzbi,O umetnosti in družbi,https://www.dobreknjige.si/knjige/o-umetnosti-in-druzbi/
Orhan Pamuk,4.3,4,301,10-11 ur,True,tiha-hisa,Tiha hiša,https://www.dobreknjige.si/knjige/tiha-hisa/
Maja Gal Štromar,3.3,3,223,7-8 ur,False,potaknjenci,Potaknjenci,https://www.dobreknjige.si/knjige/potaknjenci/
Evald Flisar,5.0,1,207,6-7 ur,False,velika-zival-samote,Velika žival samote,https://www.dobreknjige.si/knjige/velika-zival-samote/
Roman Rozina,5.0,2,142,4-5 ur,False,galerija-na-izviru-soncne-ulice,Galerija na izviru Sončne ulice,https://www.dobreknjige.si/knjige/galerija-na-izviru-soncne-ulice/
Francis Scott Fitzgerald,4.2,18,223,7-8 ur,False,veliki-gatsby,Veliki Gatsby,https://www.dobreknjige.si/knjige/veliki-gatsby/
Patrick Ness,4.3,7,440,14-15 ur,False,vec-kot-to,Več kot to,https://www.dobreknjige.si/knjige/vec-kot-to/
Hanif Kureishi,5.0,3,151,5-6 ur,False,polnoc-ves-dan,Polnoč ves dan,https://www.dobreknjige.si/knjige/polnoc-ves-dan/
Khalid Khamisi,4.2,11,201,6-7 ur,False,taksi,Taksi,https://www.dobreknjige.si/knjige/taksi/
Vesna Milek,3.7,6,237,7-8 ur,False,ce-2,Če,https://www.dobreknjige.si/knjige/ce-2/
Irena Štaudohar,4.6,16,229,7-8 ur,False,magija-za-realiste,Magija za realiste,https://www.dobreknjige.si/knjige/magija-za-realiste/
Robert Sheckley,5.0,3,177,5-6 ur,False,menjava-duha,Menjava duha,https://www.dobreknjige.si/knjige/menjava-duha/
Dominique Loreau,4.7,3,211,7-8 ur,False,umetnost-preprostosti,Umetnost preprostosti,https://www.dobreknjige.si/knjige/umetnost-preprostosti/
Marija Ahačič Pollak,4.8,12,261,8-9 ur,False,tecejo-tecejo-nitke,"Tečejo, tečejo nitke",https://www.dobreknjige.si/knjige/tecejo-tecejo-nitke/
Marko Sosič,4.1,17,119,3-4 ur,True,balerina-balerina,"Balerina, balerina",https://www.dobreknjige.si/knjige/balerina-balerina/
Sebastijan Pregelj,5.0,2,111,3-4 ur,False,prebujanja,Prebujanja,https://www.dobreknjige.si/knjige/prebujanja/
Silva Ponikvar,4.7,17,210,7-7 ur,False,ljubimca-z-vosnjakove-ulice,Ljubimca z Vošnjakove ulice,https://www.dobreknjige.si/knjige/ljubimca-z-vosnjakove-ulice/
John Banville,4.0,3,216,7-8 ur,True,morje,Morje,https://www.dobreknjige.si/knjige/morje/
Sue Monk Kidd,4.7,18,373,12-13 ur,False,skrivno-zivljenje-cebel,Skrivno življenje čebel,https://www.dobreknjige.si/knjige/skrivno-zivljenje-cebel/
J. M. Coetzee,4.0,2,343,11-12 ur,False,jezusovo-otrostvo,Jezusovo otroštvo,https://www.dobreknjige.si/knjige/jezusovo-otrostvo/
Tomaž Kosmač,4.7,3,161,5-6 ur,False,sabina,Sabina,https://www.dobreknjige.si/knjige/sabina/
Amy Chua,4.0,17,248,8-9 ur,False,bojna-pesem-mame-tigrice,Bojna pesem mame tigrice,https://www.dobreknjige.si/knjige/bojna-pesem-mame-tigrice/
Andrej E. Skubic,3.9,7,268,8-9 ur,True,samo-pridi-domov,Samo pridi domov,https://www.dobreknjige.si/knjige/samo-pridi-domov/
Evald Flisar,4.5,2,460,15-16 ur,False,opazovalec,Opazovalec,https://www.dobreknjige.si/knjige/opazovalec/
Manca Košir,4.6,17,408,13-14 ur,False,darovi-minevanja,Darovi minevanja,https://www.dobreknjige.si/knjige/darovi-minevanja/
Janice Galloway,4.5,16,547,18-19 ur,False,clara,Clara,https://www.dobreknjige.si/knjige/clara/
Evald Flisar,4.6,7,300,10-10 ur,False,tam-me-bos-nasel,Tam me boš našel,https://www.dobreknjige.si/knjige/tam-me-bos-nasel/
Morten Ramsland,4.5,10,494,16-17 ur,False,pasjeglavec,Pasjeglavec,https://www.dobreknjige.si/knjige/pasjeglavec/
Toni Morrison,4.3,10,320,10-11 ur,True,ljubljena,Ljubljena,https://www.dobreknjige.si/knjige/ljubljena/
Graham Swift,3.7,3,272,9-10 ur,True,zadnja-zelja-2,Zadnja želja,https://www.dobreknjige.si/knjige/zadnja-zelja-2/
Simone de Beauvoir,5.0,2,119,3-4 ur,False,nesporazum-v-moskvi,Nesporazum v Moskvi,https://www.dobreknjige.si/knjige/nesporazum-v-moskvi/
Anna Woltz,4.0,2,170,5-6 ur,False,dekle-z-marsa,Dekle z Marsa,https://www.dobreknjige.si/knjige/dekle-z-marsa/
Julia Franck,4.7,3,227,7-8 ur,False,ljubeznivec,Ljubeznivec,https://www.dobreknjige.si/knjige/ljubeznivec/
David Lodge,4.5,4,317,10-11 ur,True,na-drugem-mestu-zgodba-o-dveh-kampusih,Na drugem mestu : zgodba o dveh kampusih,https://www.dobreknjige.si/knjige/na-drugem-mestu-zgodba-o-dveh-kampusih/
Mateja Črv Sužnik,4.0,3,144,4-5 ur,False,zlocin,Zločin,https://www.dobreknjige.si/knjige/zlocin/
Anton Komat,5.0,2,195,6-7 ur,False,varuhi-vrbovega-loga,Varuhi Vrbovega Loga,https://www.dobreknjige.si/knjige/varuhi-vrbovega-loga/
Janko Kos,4.8,12,203,6-7 ur,False,umetniki-in-mescani,Umetniki in meščani,https://www.dobreknjige.si/knjige/umetniki-in-mescani/
Daria Bignardi,4.7,32,231,7-8 ur,False,popolna-akustika,Popolna akustika,https://www.dobreknjige.si/knjige/popolna-akustika/
Carl-Johan Vallgren,4.7,18,352,11-12 ur,False,moz-v-senci,Mož v senci,https://www.dobreknjige.si/knjige/moz-v-senci/
Milica Šturm,4.8,13,224,7-8 ur,False,iskanje-itake,Iskanje Itake,https://www.dobreknjige.si/knjige/iskanje-itake/
Andrés Neuman,4.7,19,172,5-6 ur,False,samogovori,Samogovori,https://www.dobreknjige.si/knjige/samogovori/
Evald Flisar,5.0,2,274,9-10 ur,False,zacarani-odisej,Začarani Odisej,https://www.dobreknjige.si/knjige/zacarani-odisej/
Arni Thorarinsson,4.7,16,328,10-11 ur,False,cas-carovnic,Čas čarovnic,https://www.dobreknjige.si/knjige/cas-carovnic/
María Teresa Andruetto,4.0,3,85,2-3 ur,True,juanova-dezela,Juanova dežela,https://www.dobreknjige.si/knjige/juanova-dezela/
Mariša Ogris,5.0,1,679,22-23 ur,False,sence-niverona,Sence Niverona,https://www.dobreknjige.si/knjige/sence-niverona/
Lois Lowry,4.5,2,220,7-8 ur,False,varuh-spominov,Varuh spominov,https://www.dobreknjige.si/knjige/varuh-spominov/
Marie-Aude Murail,4.2,5,191,6-7 ur,True,simpl,Simpl,https://www.dobreknjige.si/knjige/simpl/
Salla Simukka,4.0,5,260,8-9 ur,True,rdeca-kot-kri-prva-knjiga-trilogije-sneguljcica,Rdeča kot kri : prva knjiga trilogije Sneguljčica,https://www.dobreknjige.si/knjige/rdeca-kot-kri-prva-knjiga-trilogije-sneguljcica/
Žarko Petan,4.7,15,197,6-7 ur,False,hotel-dubrovnik,Hotel Dubrovnik,https://www.dobreknjige.si/knjige/hotel-dubrovnik/
Aminatta Forna,4.5,10,352,11-12 ur,False,najemnik,Najemnik,https://www.dobreknjige.si/knjige/najemnik/
Yasmina Khadra,4.5,4,249,8-9 ur,False,napad,Napad,https://www.dobreknjige.si/knjige/napad/
Pavol Rankov,5.0,2,462,15-16 ur,True,zgodilo-se-je-prvega-septembra-ali-pa-kdaj-drugic-zgodovinski-roman-iz-let-1938-1968,Zgodilo se je prvega septembra (ali pa kdaj drugič) : zgodov [...],https://www.dobreknjige.si/knjige/zgodilo-se-je-prvega-septembra-ali-pa-kdaj-drugic-zgodovinski-roman-iz-let-1938-1968/
Feri Lainšček,5.0,1,197,6-7 ur,False,sprehajalisca-za-vracanje,Sprehajališča za vračanje,https://www.dobreknjige.si/knjige/sprehajalisca-za-vracanje/
Dragan Velikić,5.0,3,345,11-12 ur,False,rusko-okno,Rusko okno,https://www.dobreknjige.si/knjige/rusko-okno/
Chimamanda Ngozi Adichie,4.8,13,494,16-17 ur,False,amerikanka,Amerikanka,https://www.dobreknjige.si/knjige/amerikanka/
Ryunosuke Akutagawa,5.0,3,78,2-3 ur,False,rasomon-in-druge-zgodbe,Rašomon in druge zgodbe,https://www.dobreknjige.si/knjige/rasomon-in-druge-zgodbe/
Amin Maalouf,4.7,7,345,11-12 ur,False,samarkand,Samarkand,https://www.dobreknjige.si/knjige/samarkand/
Lionel Shriver,4.6,31,480,16-16 ur,True,pogovoriti-se-morava-o-kevinu,Pogovoriti se morava o Kevinu,https://www.dobreknjige.si/knjige/pogovoriti-se-morava-o-kevinu/
Tomás Eloy Martínez,4.0,5,270,9-9 ur,False,pevec-tanga,Pevec tanga,https://www.dobreknjige.si/knjige/pevec-tanga/
Vladimir Vertlib,5.0,2,396,13-14 ur,False,nenavadni-spomin-roze-mazur,Nenavadni spomin Roze Mazur,https://www.dobreknjige.si/knjige/nenavadni-spomin-roze-mazur/
Marko Pavliha,5.0,1,199,6-7 ur,False,dvanajst-pred-dvanajsto-ali-za-norost-je-zdravilo-le-modrost,Dvanajst pred dvanajsto ali Za norost je zdravilo le modrost,https://www.dobreknjige.si/knjige/dvanajst-pred-dvanajsto-ali-za-norost-je-zdravilo-le-modrost/
Maurice Béjart,5.0,1,293,9-10 ur,False,trenutek-v-zivljenju-drugega,Trenutek v življenju drugega,https://www.dobreknjige.si/knjige/trenutek-v-zivljenju-drugega/
Sebastijan Pregelj,4.7,6,184,6-7 ur,False,kronika-pozabljanja,Kronika pozabljanja,https://www.dobreknjige.si/knjige/kronika-pozabljanja/
Tiziano Terzani,4.8,11,495,16-17 ur,False,vedezevalec-mi-je-rekel,Vedeževalec mi je rekel,https://www.dobreknjige.si/knjige/vedezevalec-mi-je-rekel/
Brina Švigelj-Mérat,4.7,14,147,4-5 ur,False,slovenski-obraz,Slovenski obraz,https://www.dobreknjige.si/knjige/slovenski-obraz/
Zoran Knežević,4.7,13,156,5-6 ur,True,dvozivke-umirajo-dvakrat,Dvoživke umirajo dvakrat,https://www.dobreknjige.si/knjige/dvozivke-umirajo-dvakrat/
Jesús Ferrero,4.3,4,257,8-9 ur,False,amador-ali-pripoved-srecnega-cloveka,Amador ali pripoved srečnega človeka,https://www.dobreknjige.si/knjige/amador-ali-pripoved-srecnega-cloveka/
Siri Hustvedt,4.6,18,202,6-7 ur,False,poletje-brez-moskih,Poletje brez moških,https://www.dobreknjige.si/knjige/poletje-brez-moskih/
Michal Viewegh,4.6,7,83,2-3 ur,False,ucna-ura-ustvarjalnega-pisanja,Učna ura ustvarjalnega pisanja,https://www.dobreknjige.si/knjige/ucna-ura-ustvarjalnega-pisanja/
Camilla Läckberg,4.7,31,524,17-18 ur,False,neznanka,Neznanka,https://www.dobreknjige.si/knjige/neznanka/
Albert Camus,4.6,38,106,3-4 ur,False,tujec-2,Tujec,https://www.dobreknjige.si/knjige/tujec-2/
Virginia Woolf,4.8,13,319,10-11 ur,False,trenutki-videnja,Trenutki videnja,https://www.dobreknjige.si/knjige/trenutki-videnja/
Pavol Rankov,4.3,3,322,10-11 ur,False,matere,Matere,https://www.dobreknjige.si/knjige/matere/
Sebastijan Pregelj,5.0,1,156,5-6 ur,False,cirilina-roza,Cirilina roža,https://www.dobreknjige.si/knjige/cirilina-roza/
Brina Svit,4.0,4,98,3-4 ur,False,hvalnica-locitvi,Hvalnica ločitvi,https://www.dobreknjige.si/knjige/hvalnica-locitvi/
Marko Pavliha,5.0,2,224,7-8 ur,False,pavlihizmi-in-slicna-civkanja-brez-twiterja,Pavlihizmi in slična čivkanja brez twiterja,https://www.dobreknjige.si/knjige/pavlihizmi-in-slicna-civkanja-brez-twiterja/
Magdalena Cundrič,4.5,2,199,6-7 ur,False,caj-v-parku,Čaj v parku,https://www.dobreknjige.si/knjige/caj-v-parku/
Nora Ephron,3.9,7,146,4-5 ur,False,moj-vrat-mi-gre-na-zivce-in-druge-misli-o-tem-kako-je-biti-zenska,"Moj vrat mi gre na živce in druge misli o tem, kako je biti [...]",https://www.dobreknjige.si/knjige/moj-vrat-mi-gre-na-zivce-in-druge-misli-o-tem-kako-je-biti-zenska/
Kirsten Boie,4.2,6,413,13-14 ur,False,alhambra,Alhambra,https://www.dobreknjige.si/knjige/alhambra/
Renata Picej,2.3,4,290,9-10 ur,False,cas-ladij,Čas ladij,https://www.dobreknjige.si/knjige/cas-ladij/
Jenny-Mai Nuyen,4.0,1,416,13-14 ur,False,nijura-dediscina-vilinske-krone,Nijura : dediščina vilinske krone,https://www.dobreknjige.si/knjige/nijura-dediscina-vilinske-krone/
Rudi Podržaj,5.0,6,390,13-13 ur,False,simonove-price,Simonove priče,https://www.dobreknjige.si/knjige/simonove-price/
Alessandro D&#8217;Avenia,4.0,3,319,10-11 ur,False,stvari-ki-jih-nihce-ne-ve,"Stvari, ki jih nihče ne ve",https://www.dobreknjige.si/knjige/stvari-ki-jih-nihce-ne-ve/
Haruki Murakami,4.3,26,236,7-8 ur,False,juzno-od-meje-zahodno-od-sonca,"Južno od meje, zahodno od sonca",https://www.dobreknjige.si/knjige/juzno-od-meje-zahodno-od-sonca/
Roman Rozina,5.0,2,207,6-7 ur,False,stirje-v-vrsti,Štirje v vrsti,https://www.dobreknjige.si/knjige/stirje-v-vrsti/
Eve Ensler,4.3,3,,,False,custveno-bitje-sem-skrivno-zivljenje-deklet-po-vsem-svetu,Čustveno bitje sem: skrivno življenje deklet po vsem svetu,https://www.dobreknjige.si/knjige/custveno-bitje-sem-skrivno-zivljenje-deklet-po-vsem-svetu/
Danilo Kiš,4.0,2,318,10-11 ur,False,pescena-ura,Peščena ura,https://www.dobreknjige.si/knjige/pescena-ura/
David Valdes Greenwood,4.3,3,175,5-6 ur,False,homo-domesticus-zapisi-iz-istospolnega-zakona,Homo domesticus : zapisi iz istospolnega zakona,https://www.dobreknjige.si/knjige/homo-domesticus-zapisi-iz-istospolnega-zakona/
Sebastijan Pregelj,4.0,3,239,7-8 ur,False,na-terasi-babilonskega-stolpa,Na terasi babilonskega stolpa,https://www.dobreknjige.si/knjige/na-terasi-babilonskega-stolpa/
Tone Kregar,4.3,3,117,3-4 ur,False,kravatni-gen,Kravatni gen,https://www.dobreknjige.si/knjige/kravatni-gen/
Alek Popov,4.3,4,223,7-8 ur,False,misija-london,Misija London,https://www.dobreknjige.si/knjige/misija-london/
Neil Gaiman,4.0,15,573,19-20 ur,True,ameriski-bogovi,Ameriški bogovi,https://www.dobreknjige.si/knjige/ameriski-bogovi/
Patrick Ness,4.5,12,214,7-8 ur,True,sedem-minut-cez-polnoc-napisano-po-zamisli-siobhan-dowd,Sedem minut čez polnoč : napisano po zamisli Siobhan Dowd,https://www.dobreknjige.si/knjige/sedem-minut-cez-polnoc-napisano-po-zamisli-siobhan-dowd/
Timothée de Fombelle,5.0,1,353,11-12 ur,False,med-nebom-in-zemljo-1-vango,"Med nebom in zemljo. 1, Vango",https://www.dobreknjige.si/knjige/med-nebom-in-zemljo-1-vango/
Živa Šorn,4.7,3,216,7-8 ur,False,mamamorfoza-ali-sarina-popolna-preobrazba,Mamamorfoza ali Sarina popolna preobrazba,https://www.dobreknjige.si/knjige/mamamorfoza-ali-sarina-popolna-preobrazba/
Fabio Geda,3.9,14,175,5-6 ur,False,v-morju-so-krokodili-resnicna-zgodba-enajatolaha-akbarija,V morju so krokodili : resnična zgodba Enajatolaha Akbarija,https://www.dobreknjige.si/knjige/v-morju-so-krokodili-resnicna-zgodba-enajatolaha-akbarija/
Kevin Brooks,4.4,9,345,11-12 ur,False,iboy,iBoy,https://www.dobreknjige.si/knjige/iboy/
Suzana Tratnik,3.6,7,153,5-6 ur,False,ime-mi-je-damjan,Ime mi je Damjan,https://www.dobreknjige.si/knjige/ime-mi-je-damjan/
Cvetka Sokolov,4.8,12,245,8-9 ur,False,kar-ne-ubije,Kar ne ubije,https://www.dobreknjige.si/knjige/kar-ne-ubije/
Nada Polajžer,0.0,0,223,7-8 ur,False,najtisje-ure,Najtišje ure,https://www.dobreknjige.si/knjige/najtisje-ure/
Sebastijan Pregelj,4.0,3,117,3-4 ur,False,burkaci-skrunilci-in-krivoprisezniki,"Burkači, skrunilci in krivoprisežniki",https://www.dobreknjige.si/knjige/burkaci-skrunilci-in-krivoprisezniki/
Sebastijan Pregelj,4.8,4,219,7-8 ur,False,moz-ki-je-jahal-tigra,"Mož, ki je jahal tigra",https://www.dobreknjige.si/knjige/moz-ki-je-jahal-tigra/
Viktor Olegovič Pelevin,4.0,5,381,12-13 ur,False,sveta-knjiga-volkodlaka,Sveta knjiga volkodlaka,https://www.dobreknjige.si/knjige/sveta-knjiga-volkodlaka/
Feri Lainšček,4.3,3,232,7-8 ur,False,orkester-za-poljube,Orkester za poljube,https://www.dobreknjige.si/knjige/orkester-za-poljube/
Mihail Afanas´evič Bulgakov,4.5,30,416,13-14 ur,False,mojster-in-margareta,Mojster in Margareta,https://www.dobreknjige.si/knjige/mojster-in-margareta/
Roman Rozina,4.5,4,232,7-8 ur,True,zupanski-kandidat-gams,Županski kandidat Gams,https://www.dobreknjige.si/knjige/zupanski-kandidat-gams/
Sebastijan Pregelj,5.0,2,231,7-8 ur,False,leta-milosti,Leta milosti,https://www.dobreknjige.si/knjige/leta-milosti/
Patrick Modiano,5.0,4,189,6-7 ur,True,ulica-boutiques-obscures,Ulica Boutiques obscures,https://www.dobreknjige.si/knjige/ulica-boutiques-obscures/
Cathy Marie Buchanan,4.1,9,419,13-14 ur,False,mala-plesalka,Mala plesalka,https://www.dobreknjige.si/knjige/mala-plesalka/
Ifigenija Simonović,4.2,5,278,9-10 ur,True,konci-in-kraji,Konci in kraji,https://www.dobreknjige.si/knjige/konci-in-kraji/
Oya Baydar,5.0,4,495,16-17 ur,False,izgubljena-beseda,Izgubljena beseda,https://www.dobreknjige.si/knjige/izgubljena-beseda/
Andrej Nikolaidis,4.4,5,165,5-6 ur,False,mimesis,Mimesis,https://www.dobreknjige.si/knjige/mimesis/
Tone Peršak,5.0,2,379,12-13 ur,False,usedline,Usedline,https://www.dobreknjige.si/knjige/usedline/
Stéphane Audeguy,4.0,1,200,6-7 ur,False,edini-sin,Edini sin,https://www.dobreknjige.si/knjige/edini-sin/
Siobhan Dowd,4.6,14,327,10-11 ur,True,barjanski-otrok,Barjanski otrok,https://www.dobreknjige.si/knjige/barjanski-otrok/
Ismail Kadaré,4.0,9,183,6-7 ur,False,palaca-sanj,Palača sanj,https://www.dobreknjige.si/knjige/palaca-sanj/
Catalin Dorian Florescu,4.3,3,279,9-10 ur,False,slepi-maser,Slepi maser,https://www.dobreknjige.si/knjige/slepi-maser/
Neil Jordan,4.4,5,372,12-13 ur,False,v-kozi-drugega,V koži drugega,https://www.dobreknjige.si/knjige/v-kozi-drugega/
Lidija Dimkovska,4.3,6,429,14-15 ur,True,rezervno-zivljenje,Rezervno življenje,https://www.dobreknjige.si/knjige/rezervno-zivljenje/
Goran Vojnović,4.3,4,221,7-8 ur,False,prvic,Prvič,https://www.dobreknjige.si/knjige/prvic/
Neil Gaiman,4.3,7,149,4-5 ur,False,kaj-pa-mleko,Kaj pa mleko?,https://www.dobreknjige.si/knjige/kaj-pa-mleko/
